1,0
1.03,0.68
1.12,1.62
1.19,2.5
1.31,3.39
1.46,4.27
1.84,6.04
2.38,7.8
2.97,9.6
3.47,11.4
3.95,13.1
4.37,14.9
4.69,16.6
4.97,18.4
